program,fund_type,funding_year,funding_request_number,frn_line_number,status,filing_hcp,filing_hcp_name,filing_hcp_entity_type,filing_hcp_street,filing_hcp_city,filing_hcp_state,filing_hcp_zip_code,filing_hcp_latitude,filing_hcp_longitude,participating_hcp,participating_hcp_name,participating_hcp_entity_type,participating_hcp_street,participating_hcp_city,participating_hcp_state,participating_hcp_county,participating_hcp_zip_code,participating_hcp_latitude,participating_hcp_longitude,category_of_expense,service_type,download_speed,upload_speed,number_of_bidders,frequency_of_expense,multi_year_funding,funding_start_date,funding_end_date,funding_commitment_date,funding_submission_date,service_provider_id,service_provider_name,filing_window,original_requested_amount,original_committed_amount,total_commited_amount,total_authorized_disbursement_amount,service_level_agreement,invoice_deadline_date,filing_hcp_county,bandwidth,monthly_urban_rate,monthly_rural_rate,packet_loss,reliability,jitter,latency,eligible_service,eligible_site,quantity_of_item_invoiced,prorata_factor
Healthcare Connect Fund,Consortium,2022,RHC20220003952,6,Processed,60343,Community Health Services Of Georgia Consortium,Consortium Of The Above,213 3Rd St,Macon,GA,31201,32.8382223,-83.6256848,56763,Ethica - Treutlen County Health And Rehabilitation,Skilled Nursing Facility,2249 College St,Soperton,GA,Treutlen,30457,32.3813833,-82.5841283,Data,Internet Access,20.00 Mbps,20.00 Mbps,,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-09-29T00:00:00.000,2022-02-19T00:00:00.000,143030766,"Windstream Communications, LLC",FY 2022 Filing Window 1,15190.27,15190.27,15190.27,15165.35,No,2024-02-25T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Individual,2013,13421191,1,Committed,15436,Colquitt Regional Medical Center (S Main St),Not-For-Profit Hospital,3131 South Main Street,Moultrie,GA,31768,31.1257976,-83.7803079,15436,Colquitt Regional Medical Center (S Main St),Not-For-Profit Hospital,3131 South Main Street,Moultrie,GA,Colquitt,31768,31.1257976,-83.7803079,Leased/Tariffed Facilities or Services,ISDN PRI,0,0,0,Month,No,2014-01-16T00:00:00.000,2014-06-30T00:00:00.000,2014-06-03T00:00:00.000,2014-04-21T00:00:00.000,143001196,EarthLink Business,,3456.18,3177.45,3177.45,3456.18,No,2014-12-31T23:59:59.000,Colquitt,1.544MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2013,13400541,1,Committed,14585,Irwin County Hospital,Not-For-Profit Hospital,710 N Irwin Ave,Ocilla,GA,31774,31.603517,-83.2511861,14585,Irwin County Hospital,Not-For-Profit Hospital,710 N Irwin Ave,Ocilla,GA,Irwin,31774,31.603517,-83.2511861,Leased/Tariffed Facilities or Services,Internet,10.0MB,10.0MB,0,Month,Yes,2014-03-01T00:00:00.000,2016-06-30T00:00:00.000,2014-11-11T00:00:00.000,2014-03-07T00:00:00.000,143030766,"Windstream Communications, LLC",,15600,14560,14560,14560,No,2016-12-31T23:59:59.000,Irwin,10.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Consortium,2014,13432351,36,Committed,33744,Oklahoma Mental Health Council Dba Red Rock Behavioral Health Services,Consortium Of The Above,4400 North Lincoln Boulevard,Oklahoma City,OK,73105,35.5159148,-97.5026903,34150,Red Rock Behavioral Health Services - Shawnee,Community Mental Health Center,101 North Union,Shawnee,OK,,74801,35.327587,-96.920622,Network Equipment,Routers (leased),50.0MB,50.0MB,3,Month,Yes,2014-09-22T00:00:00.000,2017-06-30T00:00:00.000,2014-09-30T00:00:00.000,2014-06-28T00:00:00.000,143030766,"Windstream Communications, LLC",,227.76,227.76,227.55,227.54,No,2017-12-31T23:59:59.000,,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Individual,2022,RHC20220000566,1,Processed,18274,Aspen Valley Hospital,Not-For-Profit Hospital,0401 Castle Creek Road,Aspen,CO,81611,39.189995,-106.837977,18274,Aspen Valley Hospital,Not-For-Profit Hospital,0401 Castle Creek Road,Aspen,CO,Pitkin,81611,39.189995,-106.837977,Data,Ethernet,200 Mbps,200 Mbps,0,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-07-14T00:00:00.000,2021-12-09T00:00:00.000,143003990,Comcast Business Communications,FY 2022 Filing Window 1,12448.8,12448.8,12448.8,12448.8,No,2023-10-28T00:00:00.000,Pitkin,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2022,RHC20220010682,2,Processed,34088,Intermountain Healthcare,Consortium Of The Above,36 S. State Street,Salt Lake City,UT,84111,40.7683742,-111.8888109,24066,Mckay-Dee Hospital,Not-For-Profit Hospital,4401 Harrison Blvd,Ogden,UT,Weber,84403,41.183898,-111.9549506,Data,Ethernet,1.00 Gbps,1.00 Gbps,0,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-07-28T00:00:00.000,2022-05-04T00:00:00.000,143001157,"CenturyLink Qwest Communications Company, LLC",FY 2022 Filing Window 1,19180.43,19180.43,19180.43,,No,2024-02-25T00:00:00.000,,,,,,,,,,,1,
Healthcare Connect Fund,Consortium,2022,RHC20220000834,5,Processed,49628,Mercy Health,Consortium Of The Above,615 Elsinore Pl,Cincinnati,OH,45202,39.112917,-84.501294,49128,Mercy St. Vincent Medical Center,Not-For-Profit Hospital,2213 Cherry St.,Toledo,OH,Lucas,43608,41.6686144,-83.5429044,Data,Ethernet,100 Mbps,100 Mbps,0,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-12-01T00:00:00.000,2021-12-13T00:00:00.000,143005290,"Buckeye Telesystem, Inc.",FY 2022 Filing Window 1,6513,6513,6513,6513,No,2024-02-25T00:00:00.000,All Of  Ohio,,,,,,,,,,,
Healthcare Connect Fund,Individual,2023,RHC20230017039,1,Processed,98098,Healthie Community Center Of Baxley,Rural Health Clinic,821 S Main St,Baxley,GA,31513-0164,31.769677,-82.348199,98098,Healthie Community Center Of Baxley,Rural Health Clinic,821 S Main St,Baxley,GA,Appling,31513-0164,31.769677,-82.348199,Data,Internet Access,100 Mbps,100 Mbps,,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-06-22T00:00:00.000,2023-01-17T00:00:00.000,143001448,"ALMA TELEPHONE COMPANY, INC.",FY 2023 Filing Window 1,1559.61,1559.61,1559.61,,No,2024-10-28T00:00:00.000,Appling,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230027900,1,Submitted,51968,Hendrick Health System,Consortium Of The Above,1900 Pine St,Abilene,TX,79601,32.471553,-99.73138,50773,Hendrick Medical Center,Not-For-Profit Hospital,1900 Pine Street,Abilene,TX,Taylor,79601,32.4715729,-99.7310717,Data,Ethernet,100 Mbps,100 Mbps,1,Monthly,No,,,,2023-04-28T00:00:00.000,143004662,Southwestern Bell Telephone Company,FY 2023 Filing Window 1,11154,,,,No,,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230017914,32,Processed,61323,Virginia Department Of Health,Consortium Of The Above,109 Governor St,Richmond,VA,23219,37.5371844,-77.4315151,13845,Franklin County Health Department,Local Health Department Or Agency,365 Pell Ave,Rocky Mount,VA,Franklin,24151,37.0044413,-79.8851136,Data,Ethernet,15.00 Mbps,15.00 Mbps,,Monthly,No,2023-07-01T00:00:00.000,2024-06-14T00:00:00.000,2024-01-11T00:00:00.000,2023-03-13T00:00:00.000,143001197,Verizon Business Global LLC,FY 2023 Filing Window 1,5950.74,5950.74,5950.74,,No,2024-10-28T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Individual,2022,RHC20220006867,1,Processed,40204,Gundersen Galesville Clinic,Rural Health Clinic,16812 South Main Street,Galesville,WI,54630,44.0859764,-91.3463963,40204,Gundersen Galesville Clinic,Rural Health Clinic,16812 South Main Street,Galesville,WI,Trempealeau,54630,44.0859764,-91.3463963,Data,Ethernet,50 Mbps,50 Mbps,,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-07-14T00:00:00.000,2022-04-02T00:00:00.000,143050436,"Charter Communications Operating, LLC",FY 2022 Filing Window 1,3845.4,3845.4,3845.4,3845.4,No,2023-10-28T00:00:00.000,Trempealeau,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230028076,13,Submitted,57429,Tennessee Telehealth Consortium,Consortium Of The Above,41 Pleasant St,Bangor,ME,04401,44.7964020,-68.7713745,27204,Cherokee Health Systems/Alcoa,Community Health Center Or Health Center Providing Health Care To Migrants,255 W Watt St,Alcoa,TN,Blount,37701,35.7747731,-83.9824898,Data,Dedicated Internet Access (DIA),200.00 Mbps,200.00 Mbps,6,Monthly,Yes,,,,2023-04-30T00:00:00.000,143026822,"Masergy Communications, Inc.",FY 2023 Filing Window 1,26121.65,,,,No,,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230027574,3,Processed,17243,Palmetto State Providers Network,Consortium Of The Above,1880 Main Highway,Bamberg,SC,29003,33.313536,-81.034493,73492,Gaston Family Health Services,Community Health Center Or Health Center Providing Health Care To Migrants,200 E 2Nd Ave,Gastonia,NC,Gaston,28052,35.261108,-81.179497,Data,Dedicated Internet Access (DIA),100.00 Mbps,100.00 Mbps,,Monthly,Yes,2023-07-01T00:00:00.000,2026-06-30T00:00:00.000,2023-10-19T00:00:00.000,2023-04-27T00:00:00.000,143032515,"FRC, LLC.",FY 2023 Filing Window 1,28514.3,28514.3,28514.3,,Yes,2026-10-28T00:00:00.000,Charleston,,,,<0.001,0.9999,<10 MS,<8 ms,,,1,
Healthcare Connect Fund,Consortium,2022,RHC20220012145,27,Processed,35632,Cdcr Cchcs Consortium,Consortium Of The Above,8260 Longleaf Dr Bldg C3,Elk Grove,CA,95758,38.417389,-121.400076,25678,Pelican Bay State Prison,Rural Health Clinic,5905 Lake Earl Drive,Crescent City,CA,Del Norte,95531,41.8477586,-124.1599853,Equipment,Routers (leased),1.00 Gbps,1.00 Gbps,,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2023-04-06T00:00:00.000,2022-05-23T00:00:00.000,143003990,Comcast Business Communications,FY 2022 Filing Window 1,3405.87,0,0,,Yes,2024-02-25T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230020267,15,Processed,17206,Uams E-Link Network,Consortium Of The Above,4301 W Markham St # 519,Little Rock,AR,72205,34.748339,-92.276039,49788,Uams Primary Data Center,Not Available,4501 West 7Th Street,Little Rock,AR,Pulaski,72205,34.7471005,-92.3252196,Equipment,Network Switch (leased),NA,NA,,One Time,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2024-01-11T00:00:00.000,2023-04-06T00:00:00.000,143048970,"General Datatech, L.P.",FY 2023 Filing Window 1,23803.85,23803.85,23803.85,,No,2024-10-28T00:00:00.000,Pulaski,,,,,,,,,,1,
Healthcare Connect Fund,Consortium,2013,13414051,13,Committed,17253,Sanford Health,Consortium Of The Above,900 E 54th St N,Sioux Falls,SD,57104,43.578374,-96.721868,23422,Sanford Usd Medical Center,Not-For-Profit Hospital,1305 W. 18th Street,Sioux Falls,SD,,57105,43.5356179,-96.7431672,Leased/Tariffed Facilities or Services,Ethernet,200.0MB,200.0MB,,Month,Yes,2013-07-01T00:00:00.000,2015-06-30T00:00:00.000,2014-06-30T00:00:00.000,2013-10-31T00:00:00.000,143002997,"South Dakota Network, LLC",,19094.4,19094.4,19094.4,19094.4,Yes,2015-12-31T23:59:59.000,,,0,0,.02,99.99,n/a,20 ms,1,1,1,
Healthcare Connect Fund,Individual,2013,13403441,1,Committed,10295,Whitman Hospital & Medical Center,Not-For-Profit Hospital,1200 W Fairview St,Colfax,WA,99111-9552,46.874673,-117.402534,10295,Whitman Hospital & Medical Center,Not-For-Profit Hospital,1200 W Fairview St,Colfax,WA,Whitman,99111-9552,46.874673,-117.402534,Leased/Tariffed Facilities or Services,Internet,100,100,0,Month,No,2014-01-01T00:00:00.000,2014-06-30T00:00:00.000,2014-04-22T00:00:00.000,2014-03-12T00:00:00.000,143002603,"St John Telephone, Inc.",,8190,8190,8190,8190,No,2014-12-31T23:59:59.000,Whitman,100.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Consortium,2013,13413161,12,Committed,17221,Heartland Unified Broadband Network,Consortium Of The Above,3900 W Avera Dr,Sioux Falls,SD,57108,43.492702,-96.774005,14636,Woonsocket Community Health Center,Community Health Center Or Health Center Providing Health Care To Migrants,302 S. Dumont Avenue,Woonsocket,SD,Sanborn,57385,44.0509131,-98.2757685,Leased/Tariffed Facilities or Services,MPLS,1.544,1.544,,Month,Yes,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000,2014-07-08T00:00:00.000,2013-09-19T00:00:00.000,143002997,"South Dakota Network, LLC",,13041.76,13041.76,13041.76,13041.76,Yes,2016-12-31T23:59:59.000,,,0,0,0.1,99.985,8,15,1,1,1,
Healthcare Connect Fund,Individual,2013,13392251,1,Denied,18446,Uvalde County Hospital Authority,Not-For-Profit Hospital,1025 Garner Field Rd,Uvalde,TX,78801-4809,29.215319,-99.768083,18446,Uvalde County Hospital Authority,Not-For-Profit Hospital,1025 Garner Field Rd,Uvalde,TX,Uvalde,78801-4809,29.215319,-99.768083,Leased/Tariffed Facilities or Services,Internet,10,1,,Month,No,,,,2014-02-24T00:00:00.000,143028428,"Time Warner Cable Information Services (Texas), LLC",,854.37,0,0,0,No,,Uvalde,10.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Consortium,2013,13440241,136,Committed,17212,Cha Broadband Services,Consortium Of The Above,7335 E Orchard Rd,Greenwood Village,CO,80111,39.610135,-104.902395,23301,Axis Health System - Cortez Integrated Healthcare,Community Mental Health Center,691 East Empire Street,Cortez,CO,Montezuma,81321,37.3557403,-108.5765821,Network Equipment,Routers (leased),11 Gbps,11 Gbps,,Onetime,Yes,2013-11-15T00:00:00.000,2016-06-30T00:00:00.000,2014-02-11T00:00:00.000,2013-06-19T00:00:00.000,143001157,"CenturyLink Qwest Communications Company, LLC",,3831.75,3831.75,3831.75,3831.75,Yes,2017-01-31T23:59:59.000,,,0,0,1.0E-5,0.99999,n/a,<15,1,1,1,
Healthcare Connect Fund,Consortium,2013,13419061,31,Committed,17236,North Country Telemedicine Project,Consortium Of The Above,120 Washington Street,Watertown,NY,13601,43.9741985,-75.9115283,34242,Claxton-Hepburn Waddington Health Center,Rural Health Clinic,4 Montgomery Hts,Waddington,NY,St. Lawrence,13694,44.864634,-75.197622,Leased/Tariffed Facilities or Services,Ethernet,10.0MB,10.0MB,1,Month,Yes,2014-04-01T00:00:00.000,2016-06-30T00:00:00.000,2014-07-01T00:00:00.000,2014-04-18T00:00:00.000,143023654,Development Authority of the North Country,,8775,8775,8775,8775,Yes,2016-12-31T23:59:59.000,,,0,0,<1%,99.999%,<50,<10,1,1,1,
Healthcare Connect Fund,Consortium,2023,RHC20230021744,475,Submitted,55160,Georgia Department Of Public Health,Consortium Of The Above,2 Peachtree St Nw,Atlanta,GA,30303,33.7541582,-84.3905886,15338,Macon County Health Department,Local Health Department Or Agency,110 Chatham St,Oglethorpe,GA,Macon,31068,32.2936774,-84.0614439,Data,Dedicated Internet Access (DIA),100.00 Mbps,100.00 Mbps,1,Monthly,No,,,,2023-04-25T00:00:00.000,143001192,AT&T Corp.,FY 2023 Filing Window 1,6033.3,,,,Yes,,,,,,Yes,Yes,Yes,Yes,,,,
Healthcare Connect Fund,Consortium,2013,13422321,88,Denied,17226,Iowa Rural Health Telecommunications Program,Consortium Of The Above,100 E Grand Ave Ste 100,Des Moines,IA,50309,41.5816456,-93.6243133,10426,Sioux Center Health,Not-For-Profit Hospital,1101 9th Street Se,Sioux Center,IA,Sioux,51250,43.068417,-96.1581667,Leased/Tariffed Facilities or Services,Ethernet,60.0MB,60.0MB,1,Month,Yes,,,,2014-05-23T00:00:00.000,143003005,"State of Iowa, Iowa Telecommunication & Technology Commissio",,21840,0,0,0,Yes,,,,0,0,0.5,99.5,,60 MS,,1,1,
Healthcare Connect Fund,Consortium,2013,13426191,15,Committed,17209,Bacon County Health Services,Consortium Of The Above,302 South Wayne Street,Alma,GA,31510,31.5393465,-82.4589436,12487,Coffee Regional Medical Center - Douglas (Ocilla Rd),Not-For-Profit Hospital,1101 Ocilla Rd,Douglas,GA,Coffee,31533,31.5096167,-82.8634495,Leased/Tariffed Facilities or Services,Internet,50 Mbps,50 Mbps,1,Month,Yes,2014-02-07T00:00:00.000,2016-06-30T00:00:00.000,2014-08-26T00:00:00.000,2014-05-09T00:00:00.000,143001448,"ALMA TELEPHONE COMPANY, INC.",,56550,56550,56550,56550,No,2016-12-31T23:59:59.000,,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Individual,2022,RHC20220000179,1,Processed,30685,Floyd Healthcare Management - Polk Medical Center,Not-For-Profit Hospital,2360 Rockmart Hwy,Cedartown,GA,30125,34.0141903,-85.1947618,30685,Floyd Healthcare Management - Polk Medical Center,Not-For-Profit Hospital,2360 Rockmart Hwy,Cedartown,GA,Polk,30125,34.0141903,-85.1947618,Data,Dark Fiber,1 Gbps,1 Gbps,0,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-08-25T00:00:00.000,2021-12-02T00:00:00.000,143031443,"Parker FiberNet, LLC",FY 2022 Filing Window 1,19500,19500,19500,19500,No,2024-02-25T00:00:00.000,Polk,,,,,,,,,,,
Healthcare Connect Fund,Individual,2013,13380171,1,Committed,17170,Russell County Physical Therapy,Rural Health Clinic,182 Steve Dr,Russell Springs,KY,42642-4261,37.064658,-85.070247,17170,Russell County Physical Therapy,Rural Health Clinic,182 Steve Dr,Russell Springs,KY,Russell,42642-4261,37.064658,-85.070247,Leased/Tariffed Facilities or Services,Digital Subscriber Line (DSL),8,1,,Month,No,2014-01-01T00:00:00.000,2014-06-30T00:00:00.000,2014-03-18T00:00:00.000,2014-02-06T00:00:00.000,143001566,"Duo County Telephone Coop. Corp., Inc.",,350.81,350.81,350.81,350.81,No,2014-12-31T23:59:59.000,Russell,8.448MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2013,13403251,2,Committed,10295,Whitman Hospital & Medical Center,Not-For-Profit Hospital,1200 W Fairview St,Colfax,WA,99111-9552,46.874673,-117.402534,10295,Whitman Hospital & Medical Center,Not-For-Profit Hospital,1200 W Fairview St,Colfax,WA,Whitman,99111-9552,46.874673,-117.402534,Leased/Tariffed Facilities or Services,T-1 / DS-1,1.5,1.5,0,Month,No,2014-01-01T00:00:00.000,2014-06-30T00:00:00.000,2014-04-22T00:00:00.000,2014-03-12T00:00:00.000,143005231,CenturyLink Qwest Corporation,,1065.19,1065.19,1065.19,1065.2,No,2014-12-31T23:59:59.000,Whitman,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Individual,2023,RHC20230028391,1,Processed,55901,Hanover Medical Group - Littlestown,Rural Health Clinic,300 W King St,Littlestown,PA,17340,39.7424388,-77.0956116,55901,Hanover Medical Group - Littlestown,Rural Health Clinic,300 W King St,Littlestown,PA,Adams,17340,39.7424388,-77.0956116,Data,Internet Access,16 Mbps,3 Mbps,0,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-07-20T00:00:00.000,2023-05-01T00:00:00.000,143003990,Comcast Business Communications,FY 2023 Filing Window 1,584.61,584.61,584.61,,No,2024-10-28T00:00:00.000,Adams,,,,,,,,,,,
Healthcare Connect Fund,Individual,2013,13404521,1,Committed,31130,Morehouse General Hospital - Obgyn Clinic,Rural Health Clinic,618 S Washington St,Bastrop,LA,71220,32.772983,-91.914683,31130,Morehouse General Hospital - Obgyn Clinic,Rural Health Clinic,618 S Washington St,Bastrop,LA,Morehouse,71220,32.772983,-91.914683,Leased/Tariffed Facilities or Services,Digital Subscriber Line (DSL),3,.512,,Month,No,2014-01-01T00:00:00.000,2014-06-30T00:00:00.000,2014-04-29T00:00:00.000,2014-04-10T00:00:00.000,143011160,"Bayou Internet,Inc.",,305.83,305.83,305.83,305.83,No,2014-12-31T23:59:59.000,Morehouse,3.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2013,13376751,1,Committed,17141,Stephens Memorial Hospital,Not-For-Profit Hospital,200 S. Geneva Street,Breckenridge,TX,76424,32.768644,-98.88774,17141,Stephens Memorial Hospital,Not-For-Profit Hospital,200 S. Geneva Street,Breckenridge,TX,Stephens,76424,32.768644,-98.88774,Leased/Tariffed Facilities or Services,Internet,8,1,,Month,No,2014-01-01T00:00:00.000,2014-06-30T00:00:00.000,2014-02-25T00:00:00.000,2014-01-13T00:00:00.000,143016446,"Cebridge Telecom TX, LP",,526.3,526.3,526.3,526.3,No,2014-12-31T23:59:59.000,Stephens,8 Mbps,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2013,13429821,1,Committed,15174,Atrium Health Carolinas Healthcare Center System Dba Stanly Regional Medical Center,Not-For-Profit Hospital,301 Yadkin St,Albemarle,NC,28001,35.364113,-80.19473,15174,Atrium Health Carolinas Healthcare Center System Dba Stanly Regional Medical Center,Not-For-Profit Hospital,301 Yadkin St,Albemarle,NC,Stanly,28001,35.364113,-80.19473,Leased/Tariffed Facilities or Services,Internet,6.0MB,768.0KB,0,Month,No,2014-01-01T00:00:00.000,2014-06-30T00:00:00.000,2014-05-20T00:00:00.000,2014-04-29T00:00:00.000,143030766,"Windstream Communications, LLC",,175.46,175.46,175.46,175.46,No,2014-12-31T23:59:59.000,Stanly,0,0,0,,,,,,1,1,
Healthcare Connect Fund,Individual,2023,RHC20230022183,1,Processed,111615,Columbia Memorial Hospital - Cairo Doctor,Rural Health Clinic,130 Main St,Cairo,NY,12413,42.292498,-73.985415,111615,Columbia Memorial Hospital - Cairo Doctor,Rural Health Clinic,130 Main St,Cairo,NY,Greene,12413,42.292498,-73.985415,Data,Ethernet,900 Mbps,900 Mbps,,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-07-13T00:00:00.000,2023-03-08T00:00:00.000,143026172,"FirstLight Fiber, Inc.",FY 2023 Filing Window 1,6961.81,6500,6500,,No,2024-10-28T00:00:00.000,Greene,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2013,13426191,25,Committed,17209,Bacon County Health Services,Consortium Of The Above,302 South Wayne Street,Alma,GA,31510,31.5393465,-82.4589436,33217,Crh Nicholls,Rural Health Clinic,805 N. Liberty Street,Nicholls,GA,Coffee,31554,31.5223131,-82.6358516,Leased/Tariffed Facilities or Services,Installation of Recurring Services,NA,NA,1,Onetime,No,2014-07-01T00:00:00.000,2016-06-30T00:00:00.000,2014-08-26T00:00:00.000,2014-05-09T00:00:00.000,143001448,"ALMA TELEPHONE COMPANY, INC.",,1300,1300,1300,1300,No,2016-12-31T23:59:59.000,,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Individual,2023,RHC20230024606,1,Processed,48074,North Mississippi - New Albany Medical Clinic,Rural Health Clinic,400 Doctors Drive,New Albany,MS,38652,34.4954088,-89.0279801,48074,North Mississippi - New Albany Medical Clinic,Rural Health Clinic,400 Doctors Drive,New Albany,MS,Union,38652,34.4954088,-89.0279801,Data,WAN,10 Mbps,10 Mbps,0,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-06-15T00:00:00.000,2023-03-30T00:00:00.000,143021979,"Telepak Networks, Inc.",FY 2023 Filing Window 1,6006,6006,6006,,No,2024-10-28T00:00:00.000,Union,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2013,13440241,112,Committed,17212,Cha Broadband Services,Consortium Of The Above,7335 E Orchard Rd,Greenwood Village,CO,80111,39.610135,-104.902395,23256,Community Reach Center - Mountainland Pediatrics,Community Mental Health Center,8889 Fox Drive,Thornton,CO,Adams,80260,39.8580598,-104.9952031,Leased/Tariffed Facilities or Services,Installation of Recurring Services,20 Mbps,20 Mbps,,Onetime,Yes,2013-11-07T00:00:00.000,2016-06-30T00:00:00.000,2014-02-11T00:00:00.000,2013-06-19T00:00:00.000,143001157,"CenturyLink Qwest Communications Company, LLC",,650,650,650,650,Yes,2017-01-31T23:59:59.000,,,0,0,1.0E-5,0.99999,n/a,<15,1,1,1,
